objectid;facilityid;legacyid;location;depthus;depthds;height;invertus;invertds;diameter;width;modifydate;material;form;pslope;adminarea;shape_len;operationalarea;owner
33399;41668-PP1;93A.3023-PP1;KENDALL DR;14.69999;7.59999;2;320.20999;317.39001;24;;2001-09-20 17:24:02+00:00;CONCRETE;CIRCULAR;2.938;City;95.93417014;Little Lick Creek;PRIVATE
33404;45414-PP1;JDP.631-PP1;IDA ST & GEUSS RD;9.1;7.69999;2;352.54;345.32998;24;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;2.613;City;275.9840483;Ellerbe Creek;CITY-ROW
33416;45238-PP2;JDP.450-PP2;911 TRINITY AV;7.59999;14.3;2;327.6;326.01998;24;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;0.975;City;162.0103953;Ellerbe Creek;PRIVATE/CITY-ROW
33427;42790-PP1;DC.95-PP1;WILDMEADOW DR. AND HAYFIELD DR.;5.9;5.3;2;414.29998;406.35998;24;;2012-04-02 16:14:23+00:00;CONCRETE;CIRCULAR;2.958;City;268.4225389;Eno River;PRIVATE/CITY-ROW
33462;40624-PP1;822B.312-PP1;508 N. BUCHANAN BLVD;4.19999;3.9;2;391.70001;391.35998;24;;2001-08-28 18:03:14+00:00;CONCRETE;CIRCULAR;0.934;City;36.35863721;Ellerbe Creek;CITY-ROW
33463;40625-PP1;822B.313-PP1;508 N. BUCHANAN BLVD;3.2;3.9;2;392.67001;392;24;;2001-08-28 18:03:15+00:00;CONCRETE;CIRCULAR;2.23;City;30.03222935;Ellerbe Creek;CITY-ROW
33525;42541-PP1;CB.288-PP1;2520 ROXBORO ST;3.09999;2.4;2;345.14001;341.23999;24;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;5.693;City;68.50858194;Ellerbe Creek;PRIVATE
33567;46419-PP1;JR3.30-PP1;ANGIER AV;;7.9;2;;375.92999;24;;2010-04-01 15:40:59+00:00;CONCRETE;CIRCULAR;;City;21.86168566;Ellerbe Creek;DOT-ROW
33570;45533-PP1;JP.18-PP1;SHAFTSBURY ST + FRASIER ST;3.4;3.59999;2;386.76998;386.13;24;;2000-09-01 01:41:00+00:00;CONCRETE;CIRCULAR;1.269;City;50.42047997;Eno River;CITY-ROW
33580;42239-PP1;99X.3024-PP1;GARRETT & 15-501;5.5;4.6;2;260.5;256.4;24;;2007-03-30 18:30:46+00:00;CONCRETE;CIRCULAR;2.22952459;City;183.8957066;New Hope Creek;PRIVATE
33591;42310-PP1;CB.55-PP1;816 WARRING ST;5.19999;6.8;2;341.17999;339.66;24;;2000-09-01 01:07:00+00:00;CONCRETE;CIRCULAR;2.731;City;55.64770346;Ellerbe Creek;CITY-ROW
33599;42319-PP1;CB.64-PP1;921 WARRING ST;5;5.8;2;337.23999;336.1;24;;2000-09-01 01:07:00+00:00;CONCRETE;CIRCULAR;3.429;City;33.25117893;Ellerbe Creek;CITY-ROW
33684;45389-PP1;JDP.606-PP1;WOODVIEW DR & RUBY ST;3.5;4.09999;2;318.27999;317.89001;24;;2001-08-02 15:49:48+00:00;CONCRETE;CIRCULAR;1.013;City;38.46018721;Ellerbe Creek;CITY-ROW
33738;45074-PP2;JDP.276-PP2;LYNCH ST & MANGUM ST;4.19999;4.5;2;387.76998;386.23999;24;;2007-11-19 16:42:04+00:00;CLAY;CIRCULAR;4.47;City;34.23194561;Ellerbe Creek;DOT-ROW
33791;16539-PS2;411B.546-PS2;;8.1;;2;341.39999;;24;;2003-03-11 17:09:15+00:00;CONCRETE;CIRCULAR;;City;308.3296912;Stirrup Iron Creek;PRIVATE
33840;45129-PP1;JDP.336-PP1;AVONDALE DR & NANCY ST;4.69999;2.4;2;319.35998;318.79998;24;;2007-11-19 16:42:04+00:00;CONCRETE;CIRCULAR;2.222;City;25.18257334;Ellerbe Creek;DOT-ROW
33911;45376-PP1;JDP.593-PP1;CHAMBERLIN AV & NORTHGATE ST;4.3;5;2;304.07;303.14001;24;;2001-08-02 13:10:09+00:00;CONCRETE;CIRCULAR;2.439;City;38.10817498;Ellerbe Creek;CITY-ROW
33916;45394-PP1;JDP.611-PP1;2018 WOODVIEW DR;5;5.59999;2;338.14001;325.02999;24;;2001-08-02 13:19:45+00:00;CONCRETE;CIRCULAR;5.192;City;252.4628656;Ellerbe Creek;CITY-ROW
33948;45952-PP1;JP.470-PP1;MURRAY ST AT MUSEUM;4.69999;3.59999;2;327.02999;326.70001;24;;2000-09-01 01:52:00+00:00;CONCRETE;CIRCULAR;1.51;City;21.8672472;Ellerbe Creek;CITY-ROW
33959;47303-PP1;KLC.135-PP1;MOUNTAINVIEW AVE 1506;4.9;5.19999;2;383.35998;375.83999;24;;2001-08-02 17:06:41+00:00;CONCRETE;CIRCULAR;2.386;City;315.1630665;Ellerbe Creek;CITY-ROW
34598;45918-PP1;JP.435-PP1;2612 N DUKE ST;4.19999;2.29999;2;320.82;319.32998;24;;2000-09-01 01:51:00+00:00;CONCRETE;CIRCULAR;1.563;City;95.26243593;Ellerbe Creek;STATE
34655;46868-PP1;KC.526-PP1;WESLEY;6.19999;6.8;2;401.45001;400.88;24;;2000-09-28 16:27:00+00:00;CONCRETE;CIRCULAR;2.15;City;26.50653693;Eno River;PRIVATE
34660;43442-PP1;DC.837-PP1;NORTH POINTE DR. BEHIND HOME DEPOT;7.3;8.89999;2;346.32998;345.45001;24;;2000-09-01 01:34:00+00:00;CONCRETE;CIRCULAR;0.632;City;139.1194774;Ellerbe Creek;PRIVATE
34758;42887-PP1;DC.208-PP1;1829 FRONT ST.;5.09999;5.69999;2;402.22;397.70999;24;;2000-09-01 01:19:00+00:00;CONCRETE;CIRCULAR;1.837;City;245.3770095;Ellerbe Creek;PRIVATE
34804;45584-PP1;JP.75-PP1;606 CARVER ST;;2.29999;2;;371.69;24;;2012-05-03 12:48:17+00:00;CONCRETE;CIRCULAR;;City;37.63824252;Ellerbe Creek;DOT-ROW
34875;47343-PS3;KLC.178-PS3;;;6.59999;2;;368.70001;24;;2002-06-13 14:58:05+00:00;CONCRETE;CIRCULAR;;City;27.49292636;Ellerbe Creek;CITY
34938;45651-PP1;JP.148-PP1;BEHIND 3404 DUKE ST;2.9;2.7;2;386.23999;386.25;24;;2000-09-01 01:44:00+00:00;CONCRETE;CIRCULAR;-0.026;City;36.61542435;Eno River;PRIVATE
34974;45842-PP1;JP.355-PP1;DURHAM HOSP.;6.4;6.09999;2;384.35998;384.42001;24;;2012-02-07 15:45:45+00:00;CONCRETE;CIRCULAR;-0.956;City;6.27644804;Ellerbe Creek;COUNTY
34983;34619-PS1;77C.293-PS1;;10.69999;;2;;;18;;2010-01-08 16:05:31+00:00;CONCRETE;CIRCULAR;;City;27.50744081;Northeast Creek;DOT-ROW
35076;00119-PS1;111A.73-PS1;;;6.59999;2;;348.79998;24;;2012-11-12 14:16:02+00:00;CONCRETE;CIRCULAR;;City;311.8126931;Northeast Creek;PRIVATE
35097;46472-PP2;KC.34-PP2;DULA ST;11.5;11.39999;2;438.48999;438.70999;24;;2000-09-01 02:05:00+00:00;CONCRETE;CIRCULAR;-0.68;City;32.3586928;Eno River;CITY-ROW
35117;43437-PP1;DC.832-PP1;NORTH POINTE DR. BEHIND HOME DEPOT;6.9;7.19999;2;346.85;346.42999;24;;2000-09-01 01:34:00+00:00;CONCRETE;CIRCULAR;0.67;City;62.62455269;Ellerbe Creek;PRIVATE
35123;44098-PP1;DWC.387-PP1;1408 MAIN ST.;5.69999;;2;352.41;;24;;2002-10-31 12:59:34+00:00;CLAY;CIRCULAR;;City;10.96438325;Ellerbe Creek;CITY-ROW
35149;46754-PP1;KC.336-PP1;CROASDAILE DR;5.09999;6;2;382.82998;381.51998;24;;2000-09-01 02:13:00+00:00;CONCRETE;CIRCULAR;2.218;City;59.04447476;Ellerbe Creek;PRIVATE
35175;47582-PP1;KLC.533-PP1;BROAD ST NEAR HUDSON AVE;6.69999;7.69999;2;376.79;375.42999;24;;2001-08-02 16:40:08+00:00;CONCRETE;CIRCULAR;1.398;City;97.17691341;Ellerbe Creek;CITY-ROW
35181;46826-PP1;KC.483-PP1;WOODSTONE APTS AT CRIASDAILE FARMS;4.69999;;2;423.33999;;24;;2012-01-13 18:15:17+00:00;CONCRETE;CIRCULAR;;City;77.29643523;Eno River;PRIVATE
35356;42807-PP1;DC.113-PP1;100 YDS OFF GUERNSEL ST.;13;4.4;2;399.69;396.33999;24;;2000-09-01 01:17:00+00:00;CONCRETE;CIRCULAR;1.475;City;226.9314886;Ellerbe Creek;PRIVATE
35359;42810-PP2;DC.116-PP2;3316 stoneybrook dr.;5.5;;2;395.20001;;24;;2012-04-02 16:14:23+00:00;CONCRETE;CIRCULAR;;City;170.6565947;Ellerbe Creek;PRIVATE/CITY-ROW
35360;42811-PP2;DC.117-PP2;75 yds off 3316 stoneybrook dr.;3.9;;2;391;;24;;2002-04-02 12:35:08+00:00;CONCRETE;CIRCULAR;;City;24.43116248;Ellerbe Creek;PRIVATE
35404;43451-PP2;DC.847-PP2;NORTH POINTE DR. AT KROGERS;4.8;5;2;352.29998;349.23999;24;;2002-04-10 17:49:24+00:00;CONCRETE;CIRCULAR;2.345;City;130.4933447;Ellerbe Creek;CITY-ROW
35422;44178-PP1;DWC.494-PP1;DUKE UNIVERSITY EAST CAMPUS;12.3;5.5;2;398.60998;398.07;24;;2002-08-05 15:16:11+00:00;CONCRETE;CIRCULAR;0.535;City;100.6624106;Ellerbe Creek;PRIVATE
35437;45121-PP1;JDP.327-PP1;1605 HOLLYWOOD ST;2.29999;;2;322.57998;;24;;2007-03-08 13:26:37+00:00;CONCRETE;CIRCULAR;;City;129.0558987;Ellerbe Creek;PRIVATE
35506;47611-PP2;KLC.564-PP2;EDMUND ST 2707;2.29999;;2;407.60998;;24;;2011-07-26 19:06:56+00:00;CONCRETE;CIRCULAR;;City;89.52483678;Ellerbe Creek;PRIVATE
35518;47753-PP1;KLC.707-PP1;RUBY ST CHILD CARE NETWORK;5.4;2.2;2;327.38;322.23001;24;;2001-08-02 13:14:51+00:00;CONCRETE;CIRCULAR;2.886;City;178.3619718;Ellerbe Creek;PRIVATE
35520;47755-PP1;KLC.709-PP1;RUBY ST CHILD CARE NETWORK;8.19999;9.3;2;329.20999;328.23001;24;;2001-08-02 13:14:47+00:00;CONCRETE;CIRCULAR;2.986;City;32.81031698;Ellerbe Creek;CITY-ROW
35532;44007-PP1;DWC.277-PP1;NORTHGATE MALL NEAR GREGSON ST.;6.4;10;2;353.47;353.39001;24;;2007-11-19 16:42:04+00:00;CONCRETE;CIRCULAR;0.181;City;44.09981859;Ellerbe Creek;DOT-ROW
35539;44033-PP1;DWC.304-PP1;NORTHGATE MALL PARKING DECK;5.5;6.4;2;353.11999;352.05999;24;;2001-08-02 17:08:47+00:00;CONCRETE;CIRCULAR;0.961;City;110.285582;Ellerbe Creek;PRIVATE
35549;45929-PP1;JP.446-PP1;REGENCY PLACE;4.9;4.69999;2;382.58999;382.73001;24;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;-0.288;City;48.4991969;Ellerbe Creek;PRIVATE
35645;48216-PP1;X.9-PP1;PACIFIC AV & ROXBORO ST;;;2;;;24;;2014-07-11 23:40:26+00:00;CONCRETE;CIRCULAR;;City;390.5276341;Eno River;DOT-ROW
35689;47865-PP1;KLC.830-PP1;COLEMILL RD;;9.3;2;;385.76;24;;2007-10-25 10:28:09+00:00;CONCRETE;CIRCULAR;;City;96.01000833;Ellerbe Creek;DOT-ROW
35696;30944-PP1;73E.1019-PP1;MELROSE ST;2.29999;2.29999;2;332.32998;332.51998;24;;2009-04-02 20:08:37+00:00;CONCRETE;CIRCULAR;-0.4;City;47.36091743;Ellerbe Creek;CITY-ROW
35783;47669-PP1;KLC.622-PP1;N. BUCHANNON BLVD SCHOOLS FIELD;9.6;11.19999;2;334.86999;331.45001;24;;2001-08-02 16:09:55+00:00;CONCRETE;CIRCULAR;1.827;City;187.1190543;Ellerbe Creek;PRIVATE
32802;41921-PP1;94A.2305-PP1;1314 COUNTRY CLUB DRIVE;6.69999;6.69999;2;471.01998;468.39999;24;;2002-04-24 15:24:20+00:00;CONCRETE;CIRCULAR;1.556;City;168.2742393;Eno River;CITY-ROW
32816;46732-PP1;KC.310-PP1;MEDFORd rd;5.8;5.9;2;378.6;378.73999;24;;2000-09-01 02:12:00+00:00;CONCRETE;CIRCULAR;-1.532;City;9.141362043;Ellerbe Creek;CITY-ROW
32835;47285-PP1;KLC.117-PP1;LASALLE ST 200+QUEBEC DR;3.59999;4.3;2;400.36999;397.52999;24;;2001-08-02 13:25:50+00:00;CONCRETE;CIRCULAR;1.388;City;204.5731556;Ellerbe Creek;CITY-ROW
32851;42347-PP1;CB.92-PP1;2507 GLENBROOK ST;4.8;2.2;2;302.27999;300.73999;24;;2013-02-28 16:16:44+00:00;CONCRETE;CIRCULAR;1.37;City;112.344873;Ellerbe Creek;CITY-ROW/PRIVATE
32859;44052-PP1;DWC.327-PP1;NORTHGATE MALL NEAR SEARS AUTO CENTER;7.5;5;2;359.94;357.67999;24;;2001-08-02 16:46:38+00:00;CONCRETE;CIRCULAR;0.982;City;229.8260407;Ellerbe Creek;PRIVATE
33725;92D.107-PP1;92D.107-PP1;MANGUM ST. AND SEMINARY AVE.;;7.3;1.7;;386.04998;18;;2007-11-19 16:42:04+00:00;METAL-CORRUGATED;CIRCULAR;;City;25.02458391;Ellerbe Creek;DOT-ROW
34701;07096-PS1;22D.751-PS1;;;4.3;1.7;;379.79998;18;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;;City;27.50137633;Third Fork Creek;DOT-ROW
2940;01015-PP1;13D.44-PP1;S. GOLEY ST;3.2;;1.6;358.64999;;;2.7;2013-02-28 16:16:44+00:00;RUBBLE-MASONRY;BOX;;City;8.147686788;Ellerbe Creek;PRIVATE
2917;00558-PP1;111B.224-PP1;PAGE RD & CREEKSTONE DR;4.3;3.79999;1.5;363.79998;363.63;18;;2003-03-13 18:09:10+00:00;CONCRETE;CIRCULAR;0.334;City;50.6930222;Stirrup Iron Creek;PRIVATE
2978;00984-PP1;13D.12-PP1;N PLUM + MORNING GLORY;4.4;4.4;1.5;352.82998;352.76;18;;2001-09-20 19:19:55+00:00;CONCRETE;CIRCULAR;0.732;City;9.54738184;Ellerbe Creek;CITY-ROW
2993;08144-PP1;26D.110-PP1;SUMMIT HILL APARTMENTS;2.4;7;1.5;276.25;275.66;18;;2002-07-30 10:53:39+00:00;CONCRETE;CIRCULAR;1.587;City;37.14596344;New Hope Creek;PRIVATE
3014;06245-PP1;21A.56-PP1;ROCKY SPRINGS RD. AND COHNWOOD DR.;1.7;1.7;1.5;477.38;474.75;18;;2000-09-01 01:00:00+00:00;CONCRETE;CIRCULAR;5.446;City;48.28684811;Eno River;CITY-ROW
3016;08426-PP1;26D.383-PP1;S.DURHAM WATER RECLAMATION FACILITY;5.8;7.59999;1.5;243.32;242.63;18;;2002-07-30 10:52:03+00:00;CONCRETE;CIRCULAR;1.486;City;46.41519148;New Hope Creek;CITY
3035;05415-PP1;18B.733-PP1;PEARSON + FAYETTEVILLE;3.29999;1.79999;1.5;371.02999;370.39001;18;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;4.422;City;14.47557944;Crooked Creek;DOT-ROW
3044;00379-PP1;111B.43-PP1;TATUM DR;2.7;3.5;1.5;391.66;391.14001;15;;2009-10-20 11:22:05+00:00;CONCRETE;CIRCULAR;2.222;City;23.38622244;Stirrup Iron Creek;PRIVATE
3061;16162-PP1;410A.343-PP1;326 NORTH WATERS EDGE;3.79999;5.9;1.5;296.98001;296.16;18;;2001-11-20 13:24:09+00:00;CONCRETE;CIRCULAR;1.032;City;79.38449534;Little Lick Creek;CITY-ROW
3070;18252-PP1;43X.5001-PP1;READY MIX PLANT @ PLUM ST;1.6;1.6;1.5;383.51;382.92001;18;;2002-06-06 17:10:53+00:00;HDPE-CORRUGATED;CIRCULAR;2.896;City;20.37378708;Ellerbe Creek;PRIVATE
3099;04612-PP1;16B.1538-PP1;GLENN BROOK APTS;3.2;4.4;1.5;285.63;278.89001;18;;2002-09-17 12:35:07+00:00;CONCRETE;CIRCULAR;8.095;City;83.25259696;New Hope Creek;PRIVATE
3130;09331-PP2;310A.1141-PP2;Durham Memorial Baptist Church-New Fellowship Hall;10.89999;6.59999;1.5;317.44;316.61999;18;;2003-03-21 11:39:55+00:00;CONCRETE;CIRCULAR;0.765;City;107.1235852;Little Lick Creek;PRIVATE
3150;04498-PP1;16B.1417-PP1;HOMESTEAD VILLAGE;6.8;1.7;1.5;273.64999;266.6;18;;2002-12-10 15:45:38+00:00;METAL-CORRUGATED;CIRCULAR;19.442;City;36.26097213;New Hope Creek;PRIVATE
3161;02490-PP1;15B.19-PP1;WOODRIDGE+UNIVERSITY;2.79999;3.29999;1.5;308.19;308.10998;18;;2010-03-05 12:12:16+00:00;CONCRETE;CIRCULAR;0.704;City;11.36458094;Third Fork Creek;DOT-ROW
3178;01091-PP1;13D.123-PP1;ROBERSON AVE;1.79999;3.4;1.5;;;18;;2006-10-10 12:55:50+00:00;CONCRETE;CIRCULAR;;City;5.578073144;Ellerbe Creek;PRIVATE
3305;04686-PP1;16B.1625-PP1;OLD CHAPEL HILL + PIN OAK;4;3.4;1.5;321.13;319.86999;18;;2009-11-16 15:58:11+00:00;CONCRETE;CIRCULAR;6.274;City;20.07747494;New Hope Creek;DOT-ROW/PRIVATE
3343;06867-PP1;22D.438-PP1;HOLLOWAY ST. AND OAKWOOD AVE.;4.3;4.8;1.5;406.42999;404.48999;18;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;3.508;City;55.30762786;Ellerbe Creek;DOT-ROW
3368;02037-PP1;14B.334-PP1;BIG BLUFF PL+LAZY RIVER;2.59999;2.29999;1.5;298.29;297.64999;18;;2002-03-18 14:16:02+00:00;CONCRETE;CIRCULAR;0.469;City;136.2030543;Eno River;PRIVATE
3387;02273-PP1;14B.1190-PP1;LATTA RD 202;1.79999;3;1.5;339.11999;338.35998;18;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;2.978;City;25.51785649;Eno River;DOT-ROW
8277;11754-PP1;34C.230-PP1;NCDOT GUESS RD JAIL;1.79999;1.79999;1.5;361.17999;360.66;18;;2002-03-18 14:14:05+00:00;CONCRETE;CIRCULAR;2.153;City;24.15672577;Eno River;STATE
8288;06029-PP1;18E.390-PP1;122 EMERALD CL;3.59999;4;1.5;285.01998;284.55999;18;;2002-10-22 16:08:33+00:00;CONCRETE;CIRCULAR;1.586;City;28.98463386;Northeast Creek;CITY-ROW
8291;08651-PP1;27X.3116-PP1;EXECUTIVE PARK NC54 & NC55;;2.5;1.5;;266.82998;18;;2011-04-25 19:12:35+00:00;HDPE-CORRUGATED;CIRCULAR;;City;224.0485327;Northeast Creek;PRIVATE
8335;16238-PP1;410A.419-PP1;102 BARRINGTON OVERLOOK DR;3.59999;3.9;1.5;310.32;310.05999;15;;2009-05-20 13:43:33+00:00;CONCRETE;CIRCULAR;2.947;City;8.816490231;Little Lick Creek;CITY-ROW
8356;16857-PP1;411F.29-PP1;5104 SHAGBARK DR;6.19999;5;1.5;368.98999;368.54;18;;2001-11-20 14:37:57+00:00;CONCRETE;CIRCULAR;0.975;City;46.16820768;Stirrup Iron Creek;CITY-ROW
8405;02785-PP1;15B.329-PP1;SOUTHERN BOUNDARIES PARK;5;5;1.5;265.94;265.86999;18;;2002-06-20 17:50:24+00:00;CONCRETE;CIRCULAR;0.765;City;9.141465966;Third Fork Creek;CITY
8413;08473-PP1;26D.433-PP1;S.DURHAM WATER RECLAMATION FACILITY;4.3;3.79999;1.5;251.07;250.64999;18;;2002-07-30 10:51:46+00:00;CONCRETE;CIRCULAR;0.687;City;61.04591796;New Hope Creek;CITY
8467;09754-PP1;31X.5017-PP1;2200 HAYFIELD;3.4;1.7;1.5;424.60998;424.32;18;;2012-04-02 16:14:23+00:00;CONCRETE;CIRCULAR;0.413;City;70.05918427;Eno River;PRIVATE/CITY-ROW
8561;09212-PP1;310A.1020-PP1;300 LODESTONE DR;4.5;1.79999;1.5;307.26998;301.57998;18;;2003-02-21 11:00:57+00:00;CONCRETE;CIRCULAR;8.265;City;68.83512185;Little Lick Creek;PRIVATE
8576;07036-PP1;22D.646-PP1;108 CORPORATION ST.;6.5;5;1.5;379.04;378.1;18;;2001-08-02 16:27:24+00:00;CONCRETE;CIRCULAR;0.922;City;101.9917766;Ellerbe Creek;CITY-ROW
8585;06999-PP1;22D.606-PP1;MAIN ST. AND MANGUM ST.;6.3;6.09999;1.5;395.66;395.57998;18;;2012-05-14 18:51:09+00:00;CONCRETE;CIRCULAR;0.23;City;34.41624035;Third Fork Creek;DOT-ROW
8651;07198-PP2;22D.865-PP2;320 NORTH RONEY ST.;2.7;2.79999;1.5;372.89999;371.88;18;;2001-08-02 16:17:42+00:00;METAL;CIRCULAR;1.743;City;58.52613177;Ellerbe Creek;CITY-ROW
8661;06508-PP1;22D.60-PP1;ALSTON AVE. AND MORNING GLORY AVE.;3.09999;4;1.5;358.20999;356.19;18;;2013-01-08 13:48:36+00:00;CONCRETE;CIRCULAR;3.109;City;66.01434541;Ellerbe Creek;DOT-ROW
8688;12878-PP1;37A.80-PP1;4900 ALLENDOWN DR;3.79999;1.79999;1.5;271.01;270.13;18;;2002-10-25 14:12:06+00:00;CONCRETE;CIRCULAR;5.009;City;17.56551166;Northeast Creek;CITY-ROW
8703;16859-PP1;411F.31-PP1;5104 SHAGBARK DR;4.8;5.3;1.5;366.16;365.33999;18;;2001-11-20 14:36:54+00:00;CONCRETE;CIRCULAR;2.536;City;32.31597128;Stirrup Iron Creek;CITY-ROW
8718;14151-PP1;38X.3214-PP1;SOUTHPOINT MALL;4.5;3.9;1.5;310.57998;309.58999;18;;2002-11-27 08:49:45+00:00;METAL-CORRUGATED;CIRCULAR;0.994;City;99.54543284;New Hope Creek;PRIVATE
8787;09393-PP1;311C.53-PP1;4400 SILICON DR;3.2;4.4;1.5;357.55999;352.05999;18;;2001-11-20 15:11:55+00:00;CONCRETE;CIRCULAR;3.122;City;176.1663305;Stirrup Iron Creek;PRIVATE
8809;18480-PP1;43X.5238-PP1;CHEEK RD @ HARDEE ST;5.8;1.79999;1.5;357.29;356.92001;18;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;1.713;City;21.59059981;Ellerbe Creek;DOT-ROW
8825;17094-PP1;411F.274-PP1;39 DUDLEY CIR;2;1.7;1.5;380.70001;380.42999;18;;2012-03-26 17:20:08+00:00;CONCRETE;CIRCULAR;0.674;City;40.08243755;Stirrup Iron Creek;CITY-ROW
10020;11439-PP1;33D.1012-PP1;2201 FAY ST;1.79999;1.7;1.5;329.01998;327.54;18;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;4.644;City;31.87582156;Ellerbe Creek;CITY-ROW
10072;11242-PP1;33C.1097-PP1;715 HOOVER RD;1.5;1.5;1.5;355.20999;352.04;18;;2001-09-20 18:34:18+00:00;METAL-CORRUGATED;CIRCULAR;7.301;City;43.41737095;Ellerbe Creek;CITY-ROW
10109;10552-PP1;33B.81-PP1;2808 ROCHELLE ST;3.2;1.79999;1.5;374.07;373;18;;2002-08-15 11:37:38+00:00;CONCRETE;CIRCULAR;1.978;City;54.07981139;Little Lick Creek;PRIVATE
10129;11404-PP1;33C.1307-PP1;US7O;2;1.79999;1.5;371.39999;364.83999;18;;2012-01-11 16:38:45+00:00;CONCRETE;CIRCULAR;3.784;City;173.3088076;Ellerbe Creek;DOT-ROW
10141;11141-PP1;33B.684-PP1;GOLDENDALE DR + STANWOOD ST;4.4;3.29999;1.5;342.14999;339.67001;18;;2001-09-20 18:39:01+00:00;CONCRETE;CIRCULAR;2.106;City;117.7083943;Little Lick Creek;CITY-ROW
10153;09532-PP1;311C.245-PP1;BFI @ 5111 CHIN PAGE RD;5.59999;4.9;1.5;334.39001;332.08999;18;;2001-11-20 15:14:37+00:00;CONCRETE;CIRCULAR;10.541;City;21.82733378;Stirrup Iron Creek;PRIVATE
10168;10587-PP1;33B.118-PP1;WALTON ST & WEDGEDALE AV;5.59999;5.19999;1.5;362.55999;361.72;18;;2001-09-20 19:04:49+00:00;CONCRETE;CIRCULAR;2.239;City;37.4927633;Little Lick Creek;CITY-ROW
10171;10589-PP2;33B.120-PP2;WALTON ST & MIDGETTE PL;5.69999;7.9;1.5;345.89999;343.77999;18;;2001-09-20 19:04:38+00:00;CONCRETE;CIRCULAR;6.752;City;31.40206522;Little Lick Creek;CITY-ROW
10200;13206-PP1;37A.415-PP1;4515 NC HWY 55;1.79999;10.8;1.5;282.27999;282.01;18;;2002-10-25 14:05:19+00:00;CONCRETE;CIRCULAR;0.75;City;35.9300501;Northeast Creek;PRIVATE
10219;12781-PP1;36D.3225-PP1;CROSSLAND RD & NC54;;14;1.5;;240.27999;18;;2010-02-11 08:19:58+00:00;CONCRETE;CIRCULAR;;City;80.05430782;Little Creek;DOT-ROW
10326;12199-PP1;36C.91-PP1;4533 MALVERN RD;3.4;4.09999;1.5;277.64001;276.77999;18;;2002-09-23 12:57:52+00:00;CONCRETE;CIRCULAR;2.7;City;31.83671623;Third Fork Creek;CITY-ROW
10374;10668-PP1;33B.199-PP1;LYNN RD & HOLLOWAY ST;5.69999;5.59999;1.5;;352.01998;18;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;;City;206.2275435;Little Lick Creek;DOT-ROW/PRIVATE
10418;15394-PP1;39A.475-PP1;DURHAM FESTIVAL CNTR. @ HILLSBORO RD;2.7;3.2;1.5;408.60998;407.94;18;;2002-10-07 15:14:03+00:00;CONCRETE;CIRCULAR;0.496;City;135.040077;Sandy Creek;PRIVATE
10437;15410-PP1;39A.491-PP1;15 @ 501 BYPASS @ HILLSBORO RD;7.5;5.09999;1.5;377.33999;376.39001;18;;2007-11-16 17:29:37+00:00;CONCRETE;CIRCULAR;0.609;City;155.7886369;Ellerbe Creek;DOT-ROW
10478;17755-PP1;43A.1025-PP1;HWY 70 @ BUS. 70 OVERPASS;3;1.7;1.5;362.51;360.92001;18;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;2.332;City;68.1913191;Little Lick Creek;DOT-ROW
10557;17288-PP1;411F.468-PP1;LAB CORP @ SOUTHERN PKWY;5.4;1.7;1.5;380.82;380.70999;18;;2003-03-15 09:52:14+00:00;CONCRETE;CIRCULAR;0.371;City;29.55590127;Stirrup Iron Creek;PRIVATE
10559;13858-PP1;38E.1419-PP1;REVERE RD @ HWY 54;2.2;1.79999;1.5;309.51998;308.54998;18;;2010-01-19 08:17:28+00:00;CONCRETE;CIRCULAR;1.648;City;58.85064231;Northeast Creek;DOT-ROW
7868;39126-PP1;79D.493-PP1;15-501 & NEW MOUNT MORIAH;6.19999;5.4;1.5;285.38;281.47;18;;2002-09-11 15:29:37+00:00;CONCRETE;CIRCULAR;2.958;City;132.1821849;New Hope Creek;PRIVATE
7887;01726-PP1;14B.17-PP1;ROXBORO RD5000 NEAR NORTH H.S.;4.3;;1.5;424.05999;;18;;2002-04-09 17:55:07+00:00;CONCRETE;CIRCULAR;;City;70.69140895;Eno River;DOT-ROW
7917;05982-PP1;18E.343-PP1;16 SINNOT CL;3.9;7.19999;1.5;278.42999;272.41;18;;2002-10-22 16:08:52+00:00;CONCRETE;CIRCULAR;2.122;City;283.5342888;Northeast Creek;CITY-ROW
7919;08671-PP1;27X.3137-PP1;NC 55 & ODYSSEY (RR TRACKS);2.59999;1.79999;1.5;276.35998;274.58999;18;;2011-04-29 19:13:22+00:00;CONCRETE;CIRCULAR;3.64;City;109.583434;Northeast Creek;DOT-ROW
