objectid;facilityid;legacyid;location;depthus;depthds;height;invertus;invertds;diameter;width;modifydate;material;form;pslope;adminarea;shape_len;operationalarea;owner
9563;20016-PP1;45D.637-PP1;ANDERSON ST & CRANFORD RD;5.19999;7.19999;1;339.29;338.77999;12;;2002-06-20 17:43:19+00:00;CONCRETE;CIRCULAR;2.634;City;19.35590091;Sandy Creek;PRIVATE
9637;11544-PP1;33D.1128-PP1;BRAXTON ST & ROBINHOOD RD;3.09999;1.2;1;346.70001;345.32;12;;2001-09-20 18:27:50+00:00;CONCRETE;CIRCULAR;3.443;City;40.0713289;Ellerbe Creek;CITY-ROW
9657;11318-PP1;33C.1216-PP1;1400 GEER ST;1.89999;1;1;318.01;310.52999;12;;2006-04-11 18:46:13+00:00;PVC;CIRCULAR;10.988;City;68.06742833;Ellerbe Creek;PRIVATE
9689;09007-PP1;29X.3352-PP1;TOWERVIEW & WANNAMAKER;3.59999;2.5;1;379.39999;366.10998;12;;2012-01-12 13:46:45+00:00;CONCRETE;CIRCULAR;10.138;City;131.0836931;Sandy Creek;PRIVATE
9803;09027-PP1;29X.3374-PP1;BIOLOGICAL SCI BLDG;7;8.69999;1;346.16;343.42999;12;;2011-12-16 18:52:34+00:00;UNKNOWN;UNKNOWN;4.315;City;35.23038745;Sandy Creek;PRIVATE
9130;11714-PP1;34C.174-PP1;D.O.T. UNIT @ GUESS RD;1.2;1.6;1;394.64999;393.42001;12;;2002-03-18 14:14:18+00:00;CLAY;CIRCULAR;15.11;City;8.144151276;Eno River;STATE
9184;20161-PP1;45D.786-PP1;2502 AUBURN ST;1.2;1.2;1;339.94;339.14001;12;;2002-06-20 17:42:43+00:00;CONCRETE;CIRCULAR;3.663;City;21.84409531;Sandy Creek;PRIVATE
9225;07661-PP1;25C.482-PP1;3026 UNIVERSITY RD.;1.29999;;1;366.61999;364.19;12;;2010-03-26 15:40:07+00:00;CONCRETE;CIRCULAR;5.276;City;43.94304723;Third Fork Creek;DOT-ROW
9234;07675-PP1;25C.497-PP1;2920 CHAPEL HILL RD.;1.29999;1.29999;1;389.26;387.51;12;;2009-11-25 15:19:07+00:00;CONCRETE;CIRCULAR;2.686;City;65.14546492;New Hope Creek;DOT-ROW
9274;12047-PP1;34X.5496-PP1;514 PARKVIEW DR;1;3.59999;1;356.98999;350.67001;12;;2002-04-09 17:33:25+00:00;PVC;CIRCULAR;6.019;City;104.9849151;Eno River;PRIVATE
9277;12053-PP1;34X.5503-PP1;DENTISTS OFFICE @ RYAN ST;1.2;1.2;1;384.92001;384.98999;12;;2010-03-01 15:22:12+00:00;CONCRETE;CIRCULAR;-1.994;City;3.508218921;Eno River;CITY-ROW
9306;14982-PP1;39A.55-PP1;BRENROSE CIR & HILLSBOROUGH RD;1.2;1.2;1;510.08999;509.44;12;;2002-08-13 14:13:17+00:00;CONCRETE;CIRCULAR;2.309;City;28.15283467;Eno River;CITY-ROW
9316;13107-PP1;37A.314-PP1;SCOTTS BROOKE APTS ALSTON AV;3.7;3.59999;1;259.27999;258.13;12;;2002-10-25 14:06:53+00:00;CONCRETE;CIRCULAR;1.503;City;76.47236887;Northeast Creek;PRIVATE
9344;10117-PP1;32X.4011-PP1;DUKE UNIV EAST CAMPUS;4;4.19999;1;414.07998;414.1;12;;2012-06-05 12:41:33+00:00;PVC;CIRCULAR;-0.046;City;42.1511625;Ellerbe Creek;PRIVATE
9834;12820-PP1;37A.20-PP1;SEDWICK PARK NC55;1.29999;;1;250.71;;12;;2011-04-25 19:12:35+00:00;HDPE-CORRUGATED;CIRCULAR;;City;8.731053774;Northeast Creek;PRIVATE
9839;20170-PP1;45D.795-PP1;1800 BLOCK CAMPUS DR;3.5;1.2;1;349.79998;349.14999;12;;2002-06-20 17:42:41+00:00;CLAY;CIRCULAR;3.32;City;19.56534947;Sandy Creek;PRIVATE
9845;11766-PP1;34C.242-PP1;NCDOT GUESS RD;;2.7;1;;365.22;12;;2002-03-18 14:14:02+00:00;CONCRETE;CIRCULAR;;City;36.57451845;Eno River;STATE
9847;11769-PP1;34C.245-PP1;NCDOT GUESS RD;1.39999;1.5;1;365.83999;364.77999;12;;2002-03-18 14:14:01+00:00;CONCRETE;CIRCULAR;5.045;City;21.01996194;Eno River;STATE
9994;13603-PP1;38E.1164-PP1;1002 HWY 54;1.2;1.2;1;333.67999;333.51;12;;2010-01-19 08:17:28+00:00;CONCRETE;CIRCULAR;1.381;City;12.30884235;Crooked Creek;DOT-ROW
8877;09040-PP1;29X.3387-PP1;SHEFFIELD CENTER;7.69999;;1;382.44;;12;;2003-01-17 14:24:39+00:00;HDPE;CIRCULAR;;City;34.29185326;Sandy Creek;PRIVATE
8916;03872-PP1;16B.775-PP1;DOVER + AVON;1.39999;1.39999;1;318.29998;317.60998;12;;2002-09-17 12:35:41+00:00;HDPE-CORRUGATED;CIRCULAR;1.816;City;37.99853681;Third Fork Creek;PRIVATE
8958;15371-PP1;39A.452-PP1;NEAL RD & PARTHENIA DR;1.2;1.2;1;461.14001;460.35998;12;;2002-08-13 14:11:18+00:00;CONCRETE;CIRCULAR;2.436;City;32.00526519;Ellerbe Creek;CITY-ROW
8972;04985-PP1;18B.271-PP1;FORTUNES RIDGE + MONTAUK;5;6.8;1;284.47;281.20001;12;;2002-10-22 15:55:46+00:00;CONCRETE;CIRCULAR;4.177;City;78.25727059;Third Fork Creek;CITY-ROW
8981;11507-PP1;33D.1087-PP1;HOLLOWAY ST & BUNN TER;1.29999;1.29999;1;362.67999;362.47;12;;2001-09-20 18:28:39+00:00;CONCRETE;CIRCULAR;1.039;City;20.22013353;Ellerbe Creek;CITY-ROW
8993;08982-PP1;29X.3326-PP1;NEAR FRONT OF CAMERON INDOOR ST.;4.8;;1;383.14999;;12;;2003-01-17 12:41:44+00:00;CONCRETE;CIRCULAR;;City;65.60614377;Sandy Creek;PRIVATE
9009;08698-PP1;27X.3170-PP1;SCOTTS BROOKE APTS ALSTON AV;4;8.6;1;263.58999;261.98001;12;;2002-10-25 14:06:52+00:00;CONCRETE;CIRCULAR;1.118;City;143.922138;Northeast Creek;PRIVATE
9046;13080-PP1;37A.287-PP1;EXECUTIVE PARK NC54 & NC55;1.79999;3.5;1;266.1;265.82998;12;;2002-10-25 14:05:43+00:00;METAL-CORRUGATED;CIRCULAR;0.729;City;37.05802207;Northeast Creek;PRIVATE
9060;10722-PP1;33B.255-PP1;LYNN RD & HOLLOWAY ST;4.8;3.9;1;360.98001;359.98999;18;;2009-03-20 09:41:46+00:00;CONCRETE;CIRCULAR;0.922;City;107.3417798;Little Lick Creek;CITY-ROW/PRIVATE
9092;11637-PP1;34C.88-PP1;WEST SIDE RIVERSIDE HIGH SCHOOL;4.3;5.5;1;408.57;405.98999;12;;2012-03-29 14:08:40+00:00;CONCRETE;CIRCULAR;2.85;City;90.52209675;Eno River;COUNTY
10608;15692-PP1;39B.2075-PP1;BRYAN RESEARCH BLDG@ DOUGLAS DR;5.09999;11.69999;1;347.77999;340.61999;12;;2002-12-20 13:00:11+00:00;CONCRETE;CIRCULAR;4.259;City;168.0618422;Sandy Creek;PRIVATE
10611;09014-PP1;29X.3360-PP1;NEAR TENNIS ARENA;4.8;4.5;1;387.08999;387.05999;12;;2002-12-20 11:47:13+00:00;HDPE-CORRUGATED;CIRCULAR;0.083;City;35.89032321;Sandy Creek;PRIVATE
10613;09016-PP1;29X.3362-PP1;NEAR TENNIS ARENA;3.4;3.59999;1;388.58999;388.32998;12;;2002-12-20 11:47:12+00:00;HDPE-CORRUGATED;CIRCULAR;0.732;City;35.47032563;Sandy Creek;PRIVATE
10616;11737-PP1;34C.213-PP1;LIBERTY CHURCH VICTORY BD;4.19999;1;1;332.98999;332.35998;12;;2012-03-23 18:51:42+00:00;METAL-CORRUGATED;CIRCULAR;2.026;City;40.74616546;Eno River;PRIVATE
10772;17649-PP1;43A.273-PP1;REDGATE DR;3.79999;4.5;1;351.19;350.44;15;;2008-10-27 16:38:23+00:00;CONCRETE;CIRCULAR;2.314;City;32.41222146;Little Lick Creek;CITY-ROW
7691;00478-PP1;111B.144-PP1;CREEKSTONE DR;4.3;6.19999;1;400.42999;399.95001;12;;2001-11-20 15:39:35+00:00;CONCRETE;CIRCULAR;0.602;City;79.54140368;Stirrup Iron Creek;PRIVATE
7720;16624-PP1;411B.636-PP1;4815 EMPEROR BD;5;3.4;1;395.13;393.26;12;;2003-03-06 14:30:41+00:00;CONCRETE;CIRCULAR;2.693;City;69.41866392;Stirrup Iron Creek;PRIVATE
7744;05796-PP1;18E.156-PP1;DAISY DR;6.5;4.4;1;301.89001;294.92001;12;;2002-12-18 17:43:17+00:00;CONCRETE;CIRCULAR;5.136;City;135.6901949;Northeast Creek;PRIVATE
33390;46867-PP1;KC.525-PP1;wesley;5.19999;5.69999;1;402.33999;401.95001;12;;2000-09-28 16:27:00+00:00;HDPE-CORRUGATED;CIRCULAR;0.441;City;88.36615868;Eno River;PRIVATE
33410;45013-PP1;JDP.63-PP1;407 ENGLEWOOD AV;5.9;7;1;334.58999;333.51;12;;2001-08-02 13:06:36+00:00;CONCRETE;CIRCULAR;3.396;City;31.79288757;Ellerbe Creek;CITY-ROW
33412;43924-PP1;DWC.194-PP1;PEABODY ST.;1.2;3.4;1;400.73999;400.73001;12;;2002-08-01 16:22:35+00:00;CONCRETE;CIRCULAR;0.082;City;12.1330293;Ellerbe Creek;CITY-ROW
33431;45192-PP1;JDP.402-PP1;1112 CAMDEN AV;3.5;4;1;375.23001;373.51;12;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;1.899;City;90.58155055;Ellerbe Creek;DOT-ROW
33437;20879-PS1;45D.1546-PS1;;4.09999;;1;;;12;;2008-10-27 16:38:23+00:00;CLAY;CIRCULAR;;City;27.49578149;Third Fork Creek;CITY-ROW
33517;44020-PP1;DWC.291-PP1;NORTHGATE MALL NEAR HECHT'S;3;4.8;1;361.76;359.82;12;;2001-08-02 16:47:47+00:00;CONCRETE;CIRCULAR;4.899;City;39.5852422;Ellerbe Creek;PRIVATE
33545;42555-PP1;CB.303-PP1;BANNER AND CLUB;1.2;5.19999;1;319.48001;319.08999;12;;2014-09-10 14:10:47+00:00;CONCRETE;CIRCULAR;0.743;City;75.87341102;Ellerbe Creek;PRIVATE
33554;24813-PS1;49B.1462-PS1;;;1.1;1;;;12;;2012-01-12 13:46:45+00:00;PVC;CIRCULAR;;City;27.50262897;Sandy Creek;PRIVATE
33621;42548-PS2;CB.295-PS2;;;3.4;1;;332.5;12;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;;City;27.50087271;Ellerbe Creek;CITY-ROW
33634;43976-PP1;DWC.246-PP1;GUESS RD. AT ENTRANCE TO SEARS;4.4;3.5;1;349.57998;348.73001;12;;2001-08-02 16:49:55+00:00;CONCRETE;CIRCULAR;2.831;City;30.01570422;Ellerbe Creek;PRIVATE
33639;21857-PS3;47D.143-PS3;;;4.3;1;;;12;;2002-10-25 14:04:54+00:00;CONCRETE;CIRCULAR;;City;27.49231165;Third Fork Creek;CITY-ROW
33662;44142-PP1;DWC.453-PP1;DUKE UNIVERSITY EAST CAMPUS;2.09999;1.7;1;404.92999;401.54;12;;2002-11-12 14:54:28+00:00;PVC;CIRCULAR;4.114;City;82.39099769;Ellerbe Creek;PRIVATE
33666;44146-PP1;DWC.458-PP1;DUKE UNIVERSITY EAST CAMPUS;0;2.4;1;403.57998;394.83999;12;;2002-11-12 14:41:36+00:00;CONCRETE;CIRCULAR;12.341;City;70.81709681;Ellerbe Creek;PRIVATE
33686;45391-PP1;JDP.608-PP1;2009 WOODVIEW DR;3.79999;4.4;1;327.05999;326.23001;12;;2001-08-02 13:19:44+00:00;CONCRETE;CIRCULAR;2.666;City;31.11559095;Ellerbe Creek;CITY-ROW
33716;42172-PP1;95D.2691-PP1;1510 MAPLEWOOD AVE;1.2;2.9;1;366.26998;364.16;12;;2012-02-03 17:46:14+00:00;CONCRETE;CIRCULAR;5.947;City;35.47348869;Sandy Creek;PRIVATE
33744;45090-PP1;JDP.295-PP1;TRINITY AV &  ROXBORO ST;5;5.4;1;389.26998;388.58999;12;;2007-11-19 16:42:04+00:00;CONCRETE;CIRCULAR;1.782;City;38.13341055;Ellerbe Creek;DOT-ROW
33748;45094-PP1;JDP.299-PP1;1522 N ROXBORO ST;3.2;3.7;1;373.25;372.85998;12;;2007-11-19 16:42:04+00:00;CONCRETE;CIRCULAR;1.028;City;37.95843121;Ellerbe Creek;DOT-ROW
33750;41309-PP1;832A.89-PP1;900 GLENDALE AVE;4.69999;5.19999;1;388.57998;388.20001;12;;2001-08-28 18:05:05+00:00;CONCRETE;CIRCULAR;0.667;City;56.9923723;Ellerbe Creek;CITY-ROW
33756;41324-PP1;88X.1001-PP1;232 WINTERBERRY RIDGE;;2.29999;1;;261.47;12;;2003-03-27 11:03:47+00:00;HDPE-CORRUGATED;CIRCULAR;;City;132.2687011;Third Fork Creek;PRIVATE
33767;41672-PP1;93B.3003-PP1;TWIN LAKES PARK NEAR SOCCER FIELD.;1.2;1.2;1;363;362.35;12;;2002-06-06 17:09:03+00:00;HDPE-CORRUGATED;CIRCULAR;5.279;City;12.2981706;Little Lick Creek;CITY
33779;41280-PP1;832A.51-PP1;1316 GLENDALE AVE;6.69999;8;1;352.17001;351.14001;12;;2001-08-28 18:05:07+00:00;CLAY;CIRCULAR;2.457;City;41.91387598;Ellerbe Creek;CITY-ROW
33825;46432-PP1;JR3.44-PP1;RIVERBARK LN;;1.2;1;;;15;;2011-04-29 19:13:22+00:00;HDPE-CORRUGATED;CIRCULAR;;City;45.03719463;Little Lick Creek;PRIVATE
33870;45123-PP1;JDP.330-PP1;ANITA ST & HOLLYWOOD ST;4.3;2.4;1;339.58999;335.02999;12;;2001-08-02 16:35:04+00:00;CONCRETE;CIRCULAR;6.838;City;66.67890896;Ellerbe Creek;CITY-ROW
33902;45357-PP1;JDP.574-PP1;801 LEON ST;2.5;3.79999;1;368.23001;366.83999;12;;2001-08-02 15:50:24+00:00;CONCRETE;CIRCULAR;3.714;City;37.42581996;Ellerbe Creek;CITY-ROW
33963;47307-PP1;KLC.139-PP1;SPRUNT AVE3209;3.4;4.19999;1;375.45999;374.54998;12;;2001-08-02 13:25:07+00:00;CONCRETE;CIRCULAR;5.621;City;16.18459762;Ellerbe Creek;CITY-ROW
34594;45537-PP1;JP.28-PP1;SHAFTSBURY + NEWSOM;1.2;3.59999;1;394.51998;393.51;12;;2000-09-01 01:41:00+00:00;CONCRETE;CIRCULAR;3.776;City;26.76614653;Eno River;CITY-ROW
34695;42516-PP1;CB.263-PP1;E MAYNARD AND BANNER;4.4;5.9;1;373.38;372.13;12;;2000-09-01 01:11:00+00:00;CONCRETE;CIRCULAR;1.278;City;97.80747671;Ellerbe Creek;CITY-ROW
34708;12095-PS2;35C.2016-PS2;;;2.7;1;;;12;;2009-11-25 15:19:07+00:00;CONCRETE;CIRCULAR;;City;27.49571603;New Hope Creek;DOT-ROW
34711;18642-PS2;43X.5414-PS2;;4.19999;;1;;;12;;2006-12-28 17:13:05+00:00;CONCRETE;CIRCULAR;;City;237.8704084;Ellerbe Creek;CITY-ROW
34723;41887-PP1;94A.2271-PP1;724 SOFT TREE LANE;5.19999;4.8;1;504.95001;501.76;12;;2002-03-18 14:20:33+00:00;CONCRETE;CIRCULAR;4.399;City;72.51264717;Eno River;PRIVATE
34735;45465-PP1;JDP.693-PP1;GUESS RD & BROAD ST;;2.09999;1;;377.14001;12;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;;City;8.653999076;Ellerbe Creek;PRIVATE/CITY-ROW
34747;24964-PS3;49B.1628-PS3;;;4.19999;1;;405.79998;12;;2003-03-12 09:06:38+00:00;CONCRETE;CIRCULAR;;City;27.49724532;Sandy Creek;PRIVATE
34757;42886-PP1;DC.207-PP1;1829 FRONT ST.;2.4;3.4;1;406.42001;405.23999;12;;2000-09-01 01:19:00+00:00;CONCRETE;CIRCULAR;2.648;City;44.55813843;Ellerbe Creek;PRIVATE
34769;46961-PP1;KC.619-PP1;WEATHER HILL CIR;6.09999;8;1;371.29;364.57998;12;;2000-09-01 02:18:00+00:00;CONCRETE;CIRCULAR;3.838;City;174.8036215;Eno River;PRIVATE
34783;46029-PS2;JP.553-PS2;;3.5;;1;385.1;;12;;2010-03-05 12:12:16+00:00;CONCRETE;CIRCULAR;;City;27.49304639;Eno River;DOT-ROW
34797;46176-PP1;JP.705-PP1;2710 SHENANDOAH AV;4.9;5.3;1;345.92999;344.85998;12;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;3.483;City;30.71509401;Ellerbe Creek;CITY-ROW
34837;45250-PP1;JDP.464-PP1;EDWARD ST & ROSETTA DR;4.4;4.09999;1;366.05999;361.73001;12;;2001-08-02 13:04:53+00:00;CONCRETE;CIRCULAR;2.992;City;144.7002999;Ellerbe Creek;CITY-ROW
34841;45004-PP1;JDP.54-PP1;EDGEVALE RD & ENGLEWODD AV;2.79999;5.5;1;339.02999;336.35;12;;2001-08-02 17:09:05+00:00;CONCRETE;CIRCULAR;2.661;City;100.7200477;Ellerbe Creek;CITY-ROW
34868;06834-PS1;22D.400-PS1;;5.3;6;1;387.79998;386.97;12;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;1.94484044;City;42.64106002;Ellerbe Creek;CITY-ROW
34885;19143-PS1;44D.1117-PS1;;;3.09999;1;;378.89999;12;;2012-03-08 17:32:13+00:00;CONCRETE;CIRCULAR;;City;27.50082362;Eno River;PRIVATE/CITY-ROW
34901;45224-PP1;JDP.436-PP1;FLEET MAINT CAMDEN AV;4.19999;4;1;324.07;321.48999;12;;2001-08-02 16:53:35+00:00;CONCRETE;CIRCULAR;4.871;City;52.96292477;Ellerbe Creek;CITY
34902;45225-PP1;JDP.437-PP1;FLEET MAINT CAMDEN AV;4.19999;1.2;1;305.79;305.88;12;;2013-01-25 19:13:08+00:00;CONCRETE;CIRCULAR;-0.353;City;25.53282201;Ellerbe Creek;CITY
34903;45226-PP1;JDP.438-PP1;FLEET MAINT CAMDEN AV;3.59999;4;1;306.39999;305.98999;12;;2013-01-25 19:13:08+00:00;CONCRETE;CIRCULAR;1.551;City;26.4247403;Ellerbe Creek;CITY
34936;47040-PP1;KC.704-PP1;WILLOWDAILE APTS;5.9;3.59999;1;360.1;352.01;12;;2000-09-01 02:21:00+00:00;CONCRETE;CIRCULAR;6.284;City;128.7148729;Eno River;PRIVATE
34962;43443-PP1;DC.838-PP1;NORTH POINTE DR. BEHIND HOME DEPOT;4.09999;7;1;346.91;346.63;12;;2000-09-01 01:34:00+00:00;CONCRETE;CIRCULAR;0.586;City;47.70295693;Ellerbe Creek;PRIVATE
35012;07394-PS1;25C.197-PS1;;;3.59999;1;;;12;;2002-06-20 17:48:47+00:00;CONCRETE;CIRCULAR;;City;27.4964234;Sandy Creek;CITY-ROW
35090;46263-PP1;JP.800-PP1;NORTHGATE PARK ON LAVENDER AV;3.29999;;1;303.16;;12;;2011-06-11 19:01:39+00:00;CONCRETE;CIRCULAR;;City;52.23087976;Ellerbe Creek;CITY-ROW
35100;46773-PP1;KC.356-PP1;CROASDAILE DR;2.79999;1.29999;1;381.22;380.54998;12;;2000-09-01 02:13:00+00:00;CONCRETE;CIRCULAR;2.328;City;28.77925989;Ellerbe Creek;PRIVATE
35204;45180-PP1;JDP.390-PP1;CAMDEN POINTE APTS;2;2.9;1;352.08999;350.01;12;;2006-04-11 18:46:13+00:00;HDPE-CORRUGATED;CIRCULAR;8.043;City;25.86295033;Ellerbe Creek;PRIVATE
35206;45153-PP1;JDP.362-PP1;AVONDALE DR & TRINITY AV;3.9;4.4;1;382.41;381.89001;12;;2001-08-02 13:03:02+00:00;CONCRETE;CIRCULAR;1.365;City;38.07076831;Ellerbe Creek;CITY-ROW
35207;45154-PP1;JDP.363-PP1;AVONDALE DR & TRINITY AV;4.8;8.89999;1;381.48999;380.20999;12;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;0.911;City;140.329473;Ellerbe Creek;CITY-ROW
35216;10433-PS1;32X.4376-PS1;;;3.09999;1;;;12;;2002-08-01 16:01:17+00:00;HDPE-CORRUGATED;CIRCULAR;;City;27.49922544;Ellerbe Creek;PRIVATE
35221;46947-PP1;KC.605-PP1;BAYTREE CT;2.4;2.7;1;371.29;370.57998;12;;2000-09-01 02:18:00+00:00;CONCRETE;CIRCULAR;1.946;City;36.50513389;Eno River;CITY-ROW
35262;43515-PP1;DC.912-PP1;3000 GUESS RD.;2;1.2;1;402.08999;401.01998;12;;2000-09-01 01:00:00+00:00;CONCRETE;CIRCULAR;1.413;City;75.72390508;Eno River;CITY-ROW
35275;43542-PP1;DC.939-PP1;3000 GUESS RD., CHURCH PARKING LOT;2.7;3.59999;1;398.41;398.26998;12;;2000-09-01 01:37:00+00:00;CONCRETE;CIRCULAR;1.131;City;12.36577939;Eno River;PRIVATE
35354;43702-PP1;DC.1131-PP1;2618 LOMBARD AVE.;1.2;;1;387.39001;;12;;2000-09-01 01:41:00+00:00;CONCRETE;CIRCULAR;;City;4.875428186;Eno River;CITY-ROW
35367;26169-PS2;54D.467-PS2;;;7.19999;1;;389.29998;12;;2002-03-18 14:21:42+00:00;HDPE-CORRUGATED;CIRCULAR;;City;27.49887634;Eno River;PRIVATE
35382;43925-PP1;DWC.195-PP1;PEABODY ST.;2.9;3.5;1;397.72;397.55999;12;;2001-08-02 15:57:01+00:00;CONCRETE;CIRCULAR;0.497;City;32.20940546;Ellerbe Creek;CITY-ROW
35326;46187-PP1;JP.716-PP1;2700 ELGIN ST;2.29999;4.09999;1;332.66;332.29998;12;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;0.834;City;43.10742047;Ellerbe Creek;CITY-ROW
35324;46185-PP1;JP.714-PP1;SHENANDOAH AV & GRESHAM AV;3.79999;2.09999;1;344.52999;332.85998;12;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;3.392;City;343.9194651;Ellerbe Creek;CITY-ROW
35322;46183-PP1;JP.712-PP1;2608 FARTHING ST;2.4;3.79999;1;334;332.73001;12;;2000-09-01 01:59:00+00:00;CONCRETE;CIRCULAR;4.219;City;30.09886543;Ellerbe Creek;CITY-ROW
35397;43961-PP1;DWC.231-PP1;PETTIGREW ST.;2.79999;2.59999;1;394.70001;393.29998;12;;2002-07-22 13:06:47+00:00;CLAY;CIRCULAR;4.822;City;29.02062198;Sandy Creek;CITY-ROW
35460;45833-PP1;JP.345-PP1;3O9 CRUTCHFIELD ST;2.5;1.2;1;390.35;388.67999;12;;2012-02-07 15:45:45+00:00;CONCRETE;CIRCULAR;1.427;City;116.9101304;Ellerbe Creek;COUNTY
35462;45837-PP1;JP.349-PP1;3O9 CRUTCHFIELD ST;2.79999;4.19999;1;394.02999;392.13;12;;2012-02-07 15:45:45+00:00;CONCRETE;CIRCULAR;2.559;City;74.24069302;Ellerbe Creek;COUNTY
35466;47089-PP1;KC.760-PP1;GUESS RD 3101;4.69999;4.59999;1;401.86999;402.02999;12;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;-1.7;City;9.405104997;Eno River;DOT-ROW/PRIVATE
35565;45945-PP1;JP.463-PP1;EDISON SPORTS COMPLEX;2.59999;3.4;1;340.29;336;12;;2000-09-01 01:52:00+00:00;CONCRETE;CIRCULAR;9.934;City;43.17766205;Ellerbe Creek;CITY
35631;45105-PP1;JDP.310-PP1;VISTA ST & KNOX ST;6.59999;4.5;1;337.10998;335.32998;12;;2001-08-02 16:54:22+00:00;CLAY;CIRCULAR;2.202;City;80.80057921;Ellerbe Creek;CITY-ROW
35649;06541-PS2;22D.93-PS2;;4.3;;1;344.5;;12;;2007-12-21 12:47:31+00:00;CONCRETE;CIRCULAR;;City;87.11703622;Ellerbe Creek;DOT-ROW
35650;46854-PS3;KC.511-PS3;;;4.8;1;;418.20001;12;;2012-01-13 18:15:17+00:00;PVC;CIRCULAR;;City;53.74752552;Eno River;PRIVATE
35651;07720-PS1;25C.542-PS1;;;2.29999;1;;;12;;2002-06-25 16:28:40+00:00;CONCRETE;CIRCULAR;;City;27.5;New Hope Creek;PRIVATE
35681;24669-PS1;49B.1314-PS1;;3.9;;1;;;12;;2014-04-29 14:59:47+00:00;CONCRETE;CIRCULAR;;City;27.50594299;Sandy Creek;PRIVATE
35713;45628-PP1;JP.122-PP1;3413 DUKE HOMESTEAD ST;2.5;4.19999;1;387.17999;387.25;12;;2000-09-01 01:44:00+00:00;CONCRETE;CIRCULAR;-1.754;City;3.983779612;Eno River;PRIVATE
35744;47563-PP1;KLC.512-PP1;FOREST POINTE APTS FOREST RD;4.4;4.8;1;347.6;347.07998;12;;2001-08-02 16:48:13+00:00;CONCRETE;CIRCULAR;1.283;City;40.51669409;Ellerbe Creek;PRIVATE
35750;47570-PP1;KLC.519-PP1;WOODRIDGE APTS/SEDGEFIELD;1.79999;2.2;1;381.01;375.35998;12;;2001-08-02 16:48:29+00:00;CONCRETE;CIRCULAR;5.801;City;97.38349449;Ellerbe Creek;PRIVATE
35781;37862-PS1;79A.2322-PS1;;;2;1;;;12;;2010-02-18 13:04:33+00:00;CONCRETE;CIRCULAR;;City;27.49200975;Mud Creek;PRIVATE
35798;45501-PS1;JDP.738-PS1;;;12.89999;1;;;12;;2002-06-12 15:06:50+00:00;IRON-DUCTILE;CIRCULAR;;City;27.50104907;Ellerbe Creek;CITY
32783;24118-PS1;49B.737-PS1;;;22.1;1;;;12;;2002-12-18 15:32:43+00:00;IRON-DUCTILE;CIRCULAR;;City;27.49051109;Sandy Creek;PRIVATE
32813;39412-PP1;821E.54-PP1;FORESTVIEW INT HOMER;1.7;2.59999;1;313.72;310.22;12;;2001-08-28 17:59:54+00:00;CONCRETE;CIRCULAR;6.142;City;56.97565972;Third Fork Creek;CITY-ROW
32864;43869-PP1;DWC.5-PP1;FLEET MAINTENANCE;1.6;1.79999;1;302.72;302.20001;12;;2002-02-11 15:25:37+00:00;CONCRETE;CIRCULAR;1.049;City;49.53061679;Ellerbe Creek;CITY
32865;43870-PP1;DWC.6-PP1;FLEET MAINTENANCE;4.09999;3.29999;1;316.89999;312.54998;12;;2002-02-11 15:25:36+00:00;CONCRETE;CIRCULAR;4.484;City;96.98593094;Ellerbe Creek;CITY
9636;09665-PP1;311X.3116-PP1;DISTRIBUTION DR;7.7;8.7;;354.855;353.847;18;;2010-07-29 18:40:02+00:00;CONCRETE;CIRCULAR;0.55269087;City;182.3804299;Northeast Creek;PRIVATE
9718;14496-PP1;38X.3569-PP1;WOODCROFT & AUBURN VILLAGE;;;;;;24;;2011-04-27 18:29:57+00:00;CONCRETE;CIRCULAR;;City;107.7131013;Northeast Creek;PRIVATE
9321;12138-PP1;36C.29-PP1;Jordan High School;;;;;;;;;;;;;;;
9830;14305-PP1;38X.3369-PP1;SOUTHPOINT MALL HECHTS;8.2;8.4;;290.49;290.46999;66;;2006-09-06 17:43:01+00:00;METAL-CORRUGATED;CIRCULAR;0.015;City;128.0014473;New Hope Creek;PRIVATE
10639;14308-PP1;38X.3372-PP1;SOUTHPOINT MALL SEARS;7;15.4;;285.70001;283.7;66;;2006-09-06 17:43:01+00:00;METAL-CORRUGATED;CIRCULAR;0.395;City;505.3335964;New Hope Creek;PRIVATE
34631;53104-PP1;53104-PP1;;5.7;6.4;;304.29;300.62;24;;2006-04-12 18:48:33+00:00;CONCRETE;CIRCULAR;1.265;City;290.0114496;Crooked Creek;CITY-ROW
35172;53156-PP1;53156-PP1;;4.9;7.6;;313.06;312.79;42;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;0.827;City;32.62075566;Crooked Creek;DOT-ROW/PRIVATE
